title,author,place_production,date,extents,credits_note,subjects,summary,detail,link
[GLASGOW CITIZENS THEATRE].,,[Place of production not identified]  : ,1972,['(13.33 mins) : '],"Producer, Glasgow ETV].",Glasgow -- television educational,"Produced by Glasgow ETV, this programme features footage of the Citizens Theatre in Glasgow.  Rehearsals for 'A Government Inspector' Rehearsals get underway, and footage of 'behind the scenes' areas such as the dressing room and make-up.  Designers discu","mute, black and white",http://movingimage.nls.uk/film/4682
ROBERT ADAM - ARCHITECT.,Tree Films ,[Place of production not identified]  : ,1973,['(14.14mins) : '],"Producer, Tree Films.","Architecture and Buildings -- Art and Artists, general   -- Argyllshire -- Banff -- Berwickshire -- Edinburgh -- West Lothian -- documentary -- educational","Charts the life and work of eminent Scottish architect, Robert Adam.","sound, colour",http://movingimage.nls.uk/film/4683
LAND OF ROBERT BURNS.,,[Place of production not identified]  : ,1956,['(21.25 mins) : '],"Director, d. Joe Mendoza ; Producer, British Transport Films.","Arts and Crafts -- Bus Stations and Depots -- Buses and Coaches, general -- Butchers and Butcher Shops -- Ayrshire -- Dumfriesshire",Places and landmarks in Ayrshire relating to the life of Burns. ,"sound, colour",http://movingimage.nls.uk/film/4684
FOURTH REPORT ON MODERNISATION.,,[Place of production not identified]  : ,1962,['(18.47 mins) : '],"Producer, British Transport Films.",Carriages -- Ferries -- Transport -- Ayrshire -- promotional,The new electric and diesel trains run by British Rail throughout the country.,"sound, colour",http://movingimage.nls.uk/film/4685
"FREIGHTLINER STORY, the.",,[Place of production not identified]  : ,1967,['(19.00 mins) : '],"Producer, British Transport Films.","Art and Artists, general   -- Ships and Shipping -- Transport -- Aberdeenshire -- Ayrshire -- promotional",British Rails' freightliner service for goods of all kinds including Ladybird clothes and Johnny Walker whisky.,"sound, colour",http://movingimage.nls.uk/film/4686
SEVENTH RAIL REPORT: SPEED THE PAYLOAD.,,[Place of production not identified]  : ,1966,['(15.35 mins) : '],"Producer, British Transport Films.",Transport -- Fife -- Glasgow -- Perth -- Renfrewshire -- promotional,A look at some of British Rail's newly electrified lines and newly refurbished stations across the country.,"sound, colour",http://movingimage.nls.uk/film/4687
PARTNERS IN PROSPERITY.,,[Place of production not identified]  : ,1980,['(16.48 mins) : '],"Director, d. Nick Nicholls ; Producer, British Transport Films.","Art and Artists, general   -- Bus Stations and Depots -- Buses and Coaches, general -- Ferries -- Transport -- Aberdeen -- Aberdeenshire -- Dunbartonshire -- Glasgow -- Lanarkshire -- Stirlingshire -- promotional",British Rail's new countrywide rails links and new and improved stations.,"sound, colour",http://movingimage.nls.uk/film/4688
"WAY AHEAD, the.",,[Place of production not identified]  : ,1964,['(26.19 mins) : '],"Producer, British Transport Films.",Ferries -- Transport -- Argyllshire -- promotional,British Rail's freight lines and some of the freight that is carried by their trains.,"sound, black and white",http://movingimage.nls.uk/film/4689
THIRD REPORT ON MODERNISATION.,,[Place of production not identified]  : ,1961,['(20.36 mins) : '],"Producer, British Transport Films.","Buses and Coaches, general -- Ships and Shipping -- Transport -- Dunbartonshire -- Glasgow -- Lanarkshire -- promotional","A film to promote the electrification of suburban rail routes, with a feature on Glasgow.","sound, colour",http://movingimage.nls.uk/film/4690
ELIZABETHAN EXPRESS.,,[Place of production not identified]  : ,1954,['(19.27 mins) : '],"Director, d. Tony Thompson ; Producer, British Transport Films.","Bus Stations and Depots -- Buses and Coaches, general -- Transport -- Berwickshire -- Edinburgh -- promotional","The journey from London's Kings Cross to Edinburgh's Waverley Station on the steam train the ""Elizabethan Express.""","sound, black and white",http://movingimage.nls.uk/film/4691
(REID / CLARK FAMILY FILM : Arbroath And Arran).,,[Place of production not identified]  : ,1939,['(9.18 mins) : '],,Home Life -- Angus -- Bute -- amateur -- home movies and videos,"Amateur family film, taken in the garden of an Arbroath home, and on holiday in Arran.  Also includes nice footage of Arbroath outdoor swimming pool. ","silent, black and white",http://movingimage.nls.uk/film/4694
(FAMILY FILM - J. REID).,,[Place of production not identified]  : ,1947,['(17.57 mins) : '],,Home Life -- Leisure and Recreation -- Sporting Activities -- amateur -- home movies and videos,"Family film, of children playing, partaking in various activities, and family life in a country home.","silent, black and white",http://movingimage.nls.uk/film/4695
"NORTH EAST ABERDEEN, the.",,[Place of production not identified]  : ,1955,['(19.38 mins ) : '],"Producer, BBC TV.","Education -- Employment, Industry and Industrial Relations -- Fish and Fishing -- Aberdeen -- television documentary","Film showing the industries and landmarks of Aberdeen. From Hays lemonade factory to the more traditional industries of the Fish Market, the Granite Quarry and the University.","sound, black and white",http://movingimage.nls.uk/film/4696
"(ADVERT FOR MAYS TRAVEL AGENCY, KIRKCALDY).",,[Place of production not identified]  : ,1965,['(2.03 mins) : '],,Tourism and Travel -- Fife -- advertising,A cinema advert for Mays Travel Agency in Kirkcaldy.,"sound, colour",http://movingimage.nls.uk/film/4697
SCOTLAND NOW.,,[Place of production not identified]  : ,1970,['(29.11 mins) : '],"Director, d. Damian Brown ; Producer, Scottish Transport Group.","Buses and Coaches, general -- Ferries -- Fish and Fishing -- Fishing Boats -- Highland Games -- Paddle Steamers -- Peat and Peat Cutting -- Transport -- Argyllshire -- Borders -- Edinburgh -- Inner Hebrides -- Outer Hebrides -- Renfrewshire -- Ross-shire  -- Roxburghshire   -- promotional","A journey on an Eastern Scottish coach from London to Edinburgh, and coach journeys across Scotland from Uist to Kelso.","sound, colour",http://movingimage.nls.uk/film/4698
MAN AND ENERGY Part 2: Man the Destroyer.,Pelicula Films,[Place of production not identified]  : ,1976,['(27.14 mins) : '],"Director, d. Mike Alexander ; Producer, Pelicula Films.",Ferries -- Science and Technology -- Lanarkshire -- documentary -- sponsored,A film discussing the various forms of energy used by man.,"sound, colour",http://movingimage.nls.uk/film/4702
VICTORIAN SCOTLAND.,Pelicula Films,[Place of production not identified]  : ,1980,['(28.48 mins) : '],"Director, d. Mike Alexander ; Producer, Pelicula Film.","Art and Artists, general   -- Forth River -- Highland Games -- Paddle Steamers -- Tourism and Travel -- Aberdeenshire -- Bute -- Forth River -- Glasgow -- Renfrewshire -- Ross-shire  -- sponsored -- educational","A film sponsored by the Scottish Tourist Board, highlighting the areas of Scotland influenced by the Victorian Era.  There is footage of Queen Victoria in Scotland and general views of Great Scottish landmarks both in Victorian and modern times.","sound, colour",http://movingimage.nls.uk/film/4707
"NO EASY WAY: Allan Wells, One Man's Olympics.",Pelicula Films,[Place of production not identified]  : ,1980,['(51.06 mins) : '],"Director, d. Mike Alexander ; Producer, Pelicula.",Ceremonies -- Sporting Activities -- Edinburgh -- sports -- television documentary -- television sport,"Fly-on-the-wall documentary following the Edinburgh sprinter Allan Wells and his gruelling preparations for the 1980 Moscow Olympics, where he won Gold in the 100m and Silver in the 200m.  Features footage of training in Edinburgh, Australia, the Cote D'A","sound, colour",http://movingimage.nls.uk/film/4713
"CAMERA AT SCHOOL, the.",,[Place of production not identified]  : ,1977,['(27.06 mins) : '],"Director, d. Michael Alexander ; Producer, Kodak Ltd..",Education -- instructional -- educational,This film records the important and varied role that the camera can play in the modern educational process.,"sound, colour",http://movingimage.nls.uk/film/4717
FOLLOW THE MOONSTONE.,Pelicula Films,[Place of production not identified]  : ,1996,['(30.00 mins) : '],"Director, d. Mike Alexander ; Producer, Pelicula.",Music -- Orkney Islands -- Shetland Islands,"A performance based, interpretative film of a modernist suite by Norway's Henning Sommero, specially composed for Shetland fiddle virtuoso Aly Bain and rooted in traditional Scandinavian and Scottish melodies.  Features the ensemble performing intercut wi","sound, colour",http://movingimage.nls.uk/film/4720
[DOWN-HOME: Cape Breton And Quebec].,Pelicula Films,[Place of production not identified]  : ,1985,['(52 mins) : '],"Director, d. Mike Alexander ; Producer, Pelicula Films.",Music -- music,"Aly Bain presents the music of Quebec  French-Canadian fiddler Jean Carignan, and the musicians Bottines Souriantes, Denis Lanctot, Denis Pepin, Gilles Losier","sound, colour",http://movingimage.nls.uk/film/4722
(LACHIE STEWART: Cigarettes Are For Losers).,,[Place of production not identified]  : ,1972,['(0.42 mins) : '],,Healthcare -- Sporting Activities -- educational -- sports -- medical,"Lachie Stewart winning a race, training teenagers - but one cannot run because he smokes.","sound, colour",http://movingimage.nls.uk/film/4724
(DAVIE: Football Fan).,,[Place of production not identified]  : ,1975,['(1.00 min) : '],,Healthcare -- educational -- public information,Short film warning against teenage drinking.,"sound, colour",http://movingimage.nls.uk/film/4725
(DANGERS OF ALCOHOLISM: Neil).,,[Place of production not identified]  : ,1979,['(0.57 mins) : '],,Food and Drink -- Healthcare -- educational -- public information,Short film warning against the effects of drinking to excess.,"sound, colour",http://movingimage.nls.uk/film/4726
MALE AND FEMALE.,,[Place of production not identified]  : ,1980,['(9.40 mins) : '],"Director, d.  Sarah Erulkar ; Producer, Viscom Scotland, in association with Smith Schorstein Associates Ltd..",Healthcare -- Home Life -- educational,Teenagers voice their opinions on stereotypes and the issue of equality.,"sound, colour",http://movingimage.nls.uk/film/4729
GETTING DRUNK - THE TEENAGER SPEAKS.,,[Place of production not identified]  : ,1975,['(30.11 mins) : '],"Director, d.  Sarah Erulkar ; Producer,  Scottish Health Education Unit.",Healthcare -- Institutional Care -- Aberdeen -- Edinburgh -- Glasgow -- educational,"Scottish teenagers, alcoholics, head of a re-habilitation centre for drunks, a psychiatrist, a head master, policeman and a Head of Social Work, talking about drinking habits and getting drunk .","sound, colour",http://movingimage.nls.uk/film/4730
LAUGHING MATTER (Advert 1).,,[Place of production not identified]  : ,1978,['(1.13 mins) : '],"Producer, Scottish Health Education Unit.",Disillusionment -- Healthcare -- educational -- advertising -- medical,"Advert against exessive drinking, showing an evening out being spoiled by too much alcohol.","sound, colour",http://movingimage.nls.uk/film/4733
GOING HOME.,,[Place of production not identified]  : ,1978,['(0.57 mins) : '],"Producer, Scottish Health Education Unit.",Healthcare -- educational -- public information -- medical,"Advert against excessive drinking, showing an evening out being spoiled by too much alcohol.","sound, colour",http://movingimage.nls.uk/film/4735
COMMUNICATION.,,[Place of production not identified]  : ,1977,['(15.33 mins) : '],"Director, dir. and written by  Sarah Erulkar ; Producer, Viscom Scotland.","Emotions, Attitudes and Behaviour -- Leisure and Recreation -- Media, Communication and the Creative Industries -- educational","Dramatised situations where teenagers discuss problems about communicating with their parents, boyfriends and sex education.","sound, colour",http://movingimage.nls.uk/film/4736
"LOVE, LOVE, LOVE.",,[Place of production not identified]  : ,1978,['(13.10 mins) : '],"Director, d. Sarah Erulkar ; Producer, Viscom Scotland Production in association with Smith Schorstein Associates Limited.",Birds -- Healthcare -- Glasgow -- educational,"Teenagers consider love, marriage and sex, with scenes depicting different kinds of love and companionship.","sound, colour",http://movingimage.nls.uk/film/4737
FISHING IN SCOTLAND.,,[Place of production not identified]  : ,1970,['(20 mins) : '],"Director, d. and w.  Maxwell Munden ; Producer, Max Munden Productions Ltd.",Fish and Fishing -- Fishing Boats -- Tourism and Travel -- Invernesshire -- Perth -- Ross-shire  -- sponsored -- promotional,"A guide to the range of fishing on offer in Scotland.  Includes fly fishing for salmon and night fishing for sea trout on the River Spey, salmon fishing on River Lyon, fishing for grailing on River Tay, spinning for pike on Loch Rannoch and an Internation","sound, colour",http://movingimage.nls.uk/film/4738
CONFUSION.,,[Place of production not identified]  : ,1980,['(16.44 mins) : '],"Producer, Sidhartha Films.",Healthcare -- educational -- medical,"An elderly lady has been found by her neighbour to be unable to answer the door.  By the time she has been seen by police, GP, ambulancemen and hospital staff, her original respiratory illness has been placed second in order of importance to her mental co","sound, colour",http://movingimage.nls.uk/film/4739
JUST A HABIT.,,[Place of production not identified]  : ,1975,['(11.11 mins) : '],"Director, d.  Sarah Erulkar ; Producer,  Scottish Health Education Unit.",Healthcare -- Edinburgh -- Lanarkshire -- educational,"Problems of excessive drinking and the images portrayed in advertising compared with reality.  A semi-documentary starter for young people age 14 - 16, and complementary to the 1975 SHEU release 'Dying of Thirst' [see ref. 2602]","sound, colour",http://movingimage.nls.uk/film/4740
